Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1961,,0.239593842337186,,1.84875174561579,,,,,,5.42784287621933,,,,2.48327050212353,5.53797931684528,,-13.7461350539839,4.97842306319197,3.14128045641213,4.04392797754925,6.05816082548128,,,10.6670974251372,,,4.89227721902688,4.67999999890945,2.08929593570468,8.60000000000014,,,,6.34328371967227,4.95355379797229,3.16329168371298,,,,5.24527188445649,-27.2700000039227,9.93255515611813,1.18368081101198,-10.8513760836337,8.35072672427799,5.08921698439107,,,1.8792765563641,,,,,,,,,,6.37883247557384,-2.31324874995225,-13.6054413245993,-13.4710783696011,4.39810589006161,3.7764153648878,,,5.12441487941237,5.16111414318796,,,11.8386741948332,,,,,7.60467047924426,3.51758200278962,4.9801118491384,,,14.7668431868332,2.67711894345372,,3.42967401462874,,,,,,13.2038411934427,,,4.29851834874688,,4.68952431164918,4.36352534922906,,1.85565932082044,-0.349273854722142,,-2.93198029126782,,1.08619274035682,1.08997069322243,1.11202433281008,1.28416819924688,5.74064582274347,,,3.72274253311053,,,10.3909183549936,,-0.0846619462922718,11.2038856174685,8.20724591384771,,,12.0435364080116,,-7.77463490371655,,,,,6.93599265224405,,6.17925068260234,,,,,,6.15484708991087,,,,,3.50483048649215,0.94265173529071,1.86479516562802,-4.24801329245878,,3.8299831217405,,,,,,,2.04863275061248,,,5.00000000071921,,1.08623316961906,,,,,,,,,,,,7.63959785583231,7.59799400028281,2.30115897916261,,,4.54639303660171,0.191795489572428,7.49774339849098,0.295546672716611,6.27333551040729,1.9082659718424,,,4.32916531533675,,,5.98734641929065,10.926594841623,7.34709633145569,5.69547095029755,,6.18111172052933,,-0.820931521866015,7.04173846987173,,5.53490347567502,6.90028551422945,,,4.34490671279283,,,,,-4.29752604716886,4.19521737467899,,0.0223913336718056,2.99344825626973,8.13752950817668,,1.80904355005723,,,-3.26198120234096,,0.965136787239246,,0.961576747551021,,,4.79999999846883,,,5.68129280956549,,,-4.88227636132126,10.8330639000002,,1.39774367077538,-13.4710783696011,,12.1693173716542,5.36214630168787,,,6.1186582175842,,,,4.19521737467899,0.961576747551021,14.037070864503,,1.15606938539699,,,,,-0.203074437646578,2.49303791805684,2.29999999999968,,4.52728327833103,3.19251943889358,,,,,3.79054235337506,,,,3.84473414174089,1.36138199147489,6.31615726782275
1962,,7.98076755249808,,3.77021991638627,,,,,,-0.852021521903339,,,,1.29446824362078,2.64867511295262,,9.06315793386563,5.21200350925528,-3.42640982098587,6.12879878024506,5.45303096987155,,,10.4519718945414,,,4.89265218028396,4.46999999889448,5.57891785897957,6.59999999999992,,,,6.66666781317744,-3.71380018409685,7.42538477443719,,,,4.02668562348731,-5.57999999020275,1.22699449007209,3.04155905079301,21.2006975148133,5.20230878797427,5.41188961342047,,,5.44239137528237,,,,,,,,,,5.66682217271807,17.0472409333001,-19.6850418256388,-0.656915823077611,3.43678771066995,5.49165389506521,,,4.91914694165037,3.87561672366346,,,9.95343810301794,,,,,2.98194553610325,3.60610214585952,6.84346998523586,,,7.44921159688671,1.1029096492187,,4.10915860625774,,,,,,0.364810538216716,,,3.53650126284866,,1.10492580955443,5.66404884024789,14.2908989391401,5.7648460405449,7.43160518418664,,7.88757589385567,,3.06736721144244,3.5039205608125,6.01485722880726,4.36075020597484,1.8419777020647,7.44459315793884,,2.93112773548363,,,7.90926792965348,,8.31371274423529,10.1561171576566,6.20365045787146,,,8.90897299558067,,9.45735874072126,,,,,3.89527253075299,,4.3319120141573,,,,,,4.30638319007761,,,,3.81801955804475,3.10993976848548,3.54023340562574,15.3318143272577,3.02010179024612,,1.35867767094877,,,,,,,2.27106970111232,,,4.66441467251269,,3.24396179183577,,,,2.28346888082996,,,,,,0.726608378640293,,0.668364743652845,6.42102960904312,6.09918778793623,,,10.2787134988997,4.10299258867985,10.8907983290978,6.84350732102872,2.81394513844542,1.91032003077807,,,5.63078320328829,,,4.48285862746636,8.24473681997466,10.0352933342212,4.84629418915898,,6.37409931623623,,6.20184730681233,8.32331253031397,,6.61444776877377,3.30025851602093,,,5.67460057098381,,,,,11.3337983683922,3.39623537544989,,6.91584215438297,-0.136235360562637,7.55344418052258,,4.54096706427644,,,7.07665543416884,,6.06274427217133,,6.06408342269913,,,3.90000000073051,,,4.25904722832698,,,8.40858127171889,24.5212971717849,,5.36011610893978,-0.656915823077611,,3.77365283193652,7.55425444784086,,,4.19000355239501,,,,3.39623537544986,6.06408342269916,2.74246314643362,,5.57142858180484,,,,,3.31964025770759,-1.57454885002421,6.10000000000012,,3.69426180095058,8.53293376290713,,,,,5.31645824139466,,,,6.17793085042746,-2.49083947454871,1.43447088780628
1963,,5.16433430796219,,7.27243972734885,,,,,,-5.30819682539126,,,,6.21494897490116,4.13826758157036,,4.13540742185575,4.35158428167051,4.7300279709188,-1.26801637269189,-0.45589428993874,,,10.5240552018018,,,4.9564341949162,1.07000000036732,6.79762577697274,0.600000000000065,,,,5.92104509665192,-0.707010752236329,5.34954645713648,,,,5.84014013990728,10.2999999964787,14.490355865667,3.74255032074073,5.213990134349,-4.02930039798804,3.28670755407101,,,6.89892344200918,,,,,,,,,,0.637021234202351,6.50290263397363,34.3137287802883,6.38650506836646,4.70179456920438,7.80486686760749,,,2.10636824681136,10.5180926175285,,,9.59649887419761,,,,,3.2850996357034,6.3587719682761,6.23367995209179,,,6.09243528403599,4.8743839976478,,4.40597419943647,,,,,,11.8448676740362,,,9.54104393054875,,-12.2786572607531,5.2955575669519,15.7632900982763,3.58043670755038,2.75410818173833,,-1.89279255057041,,4.5934274708018,4.59864366402547,4.62781165752213,7.94722668909726,-2.23702998433022,1.84100776465547,,5.99435326188559,,,7.04207522912898,,10.2833828720506,10.6957129751426,5.60972797819814,,,8.47364238279391,,8.77834021621184,,,,,9.02056828279763,,1.60774365514295,,,,,,2.00671376826043,,,,2.51674859426929,6.3775113248044,4.60761319146489,10.6150699948947,4.23267291316574,,3.43910854038498,,,,,,,-0.929401622790394,,,8.10688692762893,,4.76167272728516,,,,8.81082447842996,,,,,,-1.98376757520109,,-1.39107851799605,7.33880352682334,4.39836617476344,,,9.42822932000833,8.57861891529707,10.8654792457821,3.62462153047358,3.78504308366053,1.89511164481911,,,5.34654227746718,,,8.68883151825341,8.53878879939798,4.32824981844591,7.01626518416583,,4.07252177058631,,5.68044989412016,8.65104701177751,,5.87370211616296,4.71029133985073,,,5.28548667499437,,,,,-9.8204444132636,5.26042240080199,,-2.84697168071524,1.86447856929158,10.0401733131415,,1.69971517292278,,,2.80880257009393,,6.10085706676293,,6.10321126521936,,,5.60000000041359,,,5.32793378828826,,,10.1356029582133,-8.6527466722076,,-1.59945401520805,6.38650506836646,,4.99969427084763,7.99983078698784,,,1.81210748613991,,,,5.260422400802,6.10321126521933,5.60459724643465,,9.06630555240875,,,,,3.85110600374567,0.170458855734793,4.39999999999992,,-6.26533852648464,3.90095116381816,,,,,5.1848652526604,,,,7.37370924877223,3.27239289272524,6.24434450790491
1964,,4.57995225459698,,5.39634888837395,,,,,,10.1302976615431,,,,6.97854037246404,6.12435373762843,,6.27303790087062,6.95668473344102,6.65075912824808,2.28281922375837,10.952788546042,,,10.5015672002938,,,4.99987991041317,11.1100000008619,3.9565965321577,3.39999999999985,,,,6.83230093078176,2.08032459940857,6.64289441498821,,,,2.55722053848815,18.1799999937238,17.6130878299454,3.54715969490351,-2.44022356449149,3.81679626842326,6.16694132350723,,,3.65904831414015,,,,,,,,,,9.26993821451794,6.76486511640712,5.83941300773414,10.8968398547542,8.05289331679208,10.5564493054394,,,7.40724536151613,11.5075774740906,,,5.30851024557151,,,,,5.23868659789346,4.87728073334799,6.65209950760072,,,4.55445363440386,5.53365938602349,,2.20932750184639,,,,,,9.40967663829282,,,4.63299243190491,,11.3602823799386,6.3479896078538,8.62797780231683,5.41664557116319,2.93388765940227,,-1.64735736887533,,7.97307381285799,7.50752884828884,4.90514251006027,5.16792155931999,3.52969814847717,4.67129950133108,,7.45295012250209,,,8.4752282487852,,9.91654401443,7.93719197503013,2.79770227911507,,,11.6767081963977,,4.96446728844091,,,,,9.47382471805444,,7.53371472345023,,,,,,7.2010530417091,,,,3.90643383679532,6.56114237749983,7.66344552317038,8.25111812361273,7.55012715140688,,7.86582881901587,,,,,,,3.96251884651457,,,11.905480765777,,7.95046212000068,,,,3.12560964031456,,,,,,27.6908863519324,,2.66110326795945,5.35896290971056,5.80252222863176,,,0.131039891085265,4.95048866604155,11.6984790301545,8.27490393060459,5.0096509866239,7.53244855273164,,,6.44502308159889,,,7.56975744905695,4.4321303682908,6.54786765047102,3.40249443571273,,8.57028152886213,,3.91828914073606,7.06092371941367,,6.31074738257507,4.21247735945683,,,6.35581830964927,,,,,-12.4649926826696,7.76661740773783,,-1.1204491178589,3.88392710164631,-3.10316815597076,,6.68523879052559,,,-6.11062333034268,,4.94696481511285,,4.9475536834094,,,6.49999999926565,,,6.82116450044803,,,5.91924645614034,9.2713638022407,,-2.5109396034681,10.8968398547543,,14.2860112630529,6.83099614370542,,,7.19105265132798,,,,7.76661740773783,4.9475536834094,7.63049977210248,,5.45905679838097,,,,,8.75242580755497,2.44052077893583,5.8000000000003,,3.66972556461145,11.1293452932625,,,,,6.55848882233894,,,,7.93960864480677,12.2140480179323,-1.10617185944346
1965,,5.32771650753345,,4.04979279672312,,,,,,10.5694333376394,,,,5.98089251260348,3.48017491799556,,3.96722560928015,3.56065983986036,5.29386282871174,3.76454538063129,1.60625822891551,,,10.4255964904239,,,4.93054096131824,4.76000000038761,4.91344195642831,2.40000000000001,,,,5.81395505990268,0.947578712256856,6.31671417557232,,,,0.950272505285838,16.9500000039607,-3.10965427332918,2.0260537150391,0.997348793527436,3.67646773649125,3.60001138983772,,,8.1905275942481,,,,,,,,,,4.55525481407106,-12.4818339161577,6.20689821106382,10.6688262853238,5.47506562438218,6.99309829830668,,,3.27508248832193,4.91404229213472,,,6.253134898985,,,,,5.30285780228277,-2.70026695887812,4.86150769580638,,,8.33333566041171,2.14217654354569,,1.36899886970954,,,,,,10.7680105057905,,,4.36176931452728,,10.5410187618772,5.48210459439507,14.6422004092098,9.03715648855948,3.95709025297563,,2.16179786144892,,5.9894993093895,5.75497319085952,4.40563740087569,5.65608671491881,1.08158946665004,3.28760234542158,,-2.63577011020728,,,17.0357115203008,,7.37172929870715,9.09396559916497,3.26802371964163,,,5.81970787298265,,2.00909417103099,,,,,7.31843358022128,,5.85203253847546,,,,,,5.6471304489008,,,,2.53695353571982,3.71397593171203,5.89704385005633,2.15410556841213,6.96931070704952,,-0.734933604480986,,,,,,,-0.452253863397502,,,7.09999999746474,,5.94887430138573,,,,2.14748863989543,,,,,,16.1383305020504,,13.6164934204064,7.68486347467319,6.39918192917452,,,6.91976181761041,4.88497683412901,9.52515582624798,8.6430949357501,5.28560880055218,-1.20318901836073,,,5.45309841019011,,,10.4193658220131,9.16003626205395,5.62173344947736,5.34508932932236,,10.2685198086545,,4.16867952515985,9.20484246776428,,7.46898852994373,6.16797475642743,,,5.48681854602673,,,,,7.00952925506131,-0.663146473330954,,6.77707407266965,1.33218949146287,7.83426046474929,,7.18015579152498,,,-5.94368149253904,,4.75339503649694,,4.74984116967904,,,11.9999999994484,,,3.82150758550968,,,-1.06057109660553,2.29937387537676,,0.606227786325746,10.6688262853238,,15.4597127062936,8.18166153767717,,,5.53421045925184,,,,-0.663146473330954,4.74984116967907,0.693850281194557,,2.82352954343837,,,,,7.21294158261314,1.04560405431261,6.39999999999976,,0.884935067103171,4.16286666476402,,,,,5.54919168009924,,,,6.12279809601442,16.6474559632126,4.91057058723408
1966,,3.91210789127985,,-1.78707868599909,,,,,,-0.659726170629824,,,,2.38196612040791,5.64286141093278,,4.61299289557684,3.15589498173408,3.57586273248711,0.537613083660716,2.56681200128057,,,9.0719287102974,,,4.77084511295951,14.3636363644906,7.17058966269151,6.7000000000001,,,,6.34401909600552,0.644783720237797,6.70499176434708,,,,11.2362424563817,10.6499999984073,11.5773596880237,4.61495561904862,6.77548530172186,1.35898246232004,5.23673586229452,,,6.96931903096743,,,,,,,,,,2.74091010903237,13.4633448325871,-4.8049709432613,8.07992972551601,4.0455382990133,8.67625819292977,,,-0.339525639357717,5.04640371259346,,,7.24606030950785,,,,,2.3728230152817,0,5.25183704566086,,,4.50800456670004,1.57310041405223,7.53563129353168,-4.25829036972007,,,,,,6.49450234707547,,,5.51210399019357,,5.23327389402719,5.89844015922371,1.79489206926544,5.37384227069569,2.39640489588039,,-0.575786801046178,,5.53357402628356,4.86483382437115,0.908658431990503,-0.303859125708655,2.79134682541115,2.01763836956511,,-0.0553287704537979,,,11.5024072848283,,8.73593347606989,-0.0796447724232223,5.98479422519729,,,10.6385615591629,,14.7285664015687,,,,,11.9939566084487,,4.6037196263475,,,,,,4.93222648483874,,,,5.02378943837343,2.59015389064632,4.76275961510366,-0.405521387842569,8.04510319098779,,1.10590411235907,,,,,,,2.06455240789826,,,6.09613930256347,,4.90039818113696,,,,2.52599562583794,6.60442629920961,,,,,0.230961966714659,,13.2490363223039,7.81671102618819,6.5038621370433,,-3.84857770117728,-0.382497199220253,-4.25051418415495,3.30113639858882,2.74110433455463,3.78651325489734,7.04064314496287,,,5.94636176201146,5.20446359928451,,5.78995180143444,7.58140188284888,8.2389204457594,4.4411585340256,,5.813757981235,,-0.0647055322310877,7.49914839484369,,4.0779094339812,1.99150333527275,,,5.87108275502037,9.57657823537028,,,,7.00891082275245,1.18310297168789,,-3.57514748496723,2.8767609752687,10.180095306912,,1.69999999800822,7.16113773971885,,9.09865470772144,,1.34492015446781,,1.35216690534921,,,19.2000000013298,,,2.09084428949741,,,13.8965075703303,-7.65906551020211,,-1.8070923919984,8.079929725516,,9.40871910066892,11.1225184946389,,,4.84556135102665,,6.60442629920961,,1.18310297168789,1.35216690534916,4.05682156067668,3.45486789374496,11.2128150353514,,,,,6.18382450529604,3.06285593493642,6.50000000000028,,0,1.51025011101886,,,,,5.71249914879701,,,,4.43838608946889,-5.57030980860466,1.52313002676196
1967,,5.25680968647335,,-9.54646382330623,,,,,,3.19199662339177,,,,6.30365014583948,3.0080477977549,,13.8215186020874,3.86814694690112,1.07839866664565,8.82331497485367,-1.8758639196475,,,9.59811386614867,,,4.91312316207069,13.27503974556,6.31721951702735,4.2,,,,5.92455994085901,4.6766131089008,3.09120596217809,,,,3.61599985405235,-5.77000000405035,4.59815178505383,-10.9120655887773,-0.985738661487957,2.11627205671408,4.13486416579858,,,5.65012592038407,4.4420439864607,,,,,,,,,5.5303700075201,3.32754228723306,9.45296256279759,-1.42172474421704,5.45046667383325,7.71546595611512,,,4.62107394070436,0.805264126957539,,,4.34033841707489,,,,,2.16882888287419,13.3518283214042,4.92114891528463,,,4.11515285426293,2.78647464167507,6.24999954222677,3.07536405007809,,,0,,,5.66948546671586,,,4.11217561696343,,4.31362182924127,4.35223724375274,1.60345325018309,5.9775428581696,1.79393238841105,,-2.11768620106355,,4.11673349504282,3.11654957854958,-3.130545503012,-8.04369682497861,1.38040280529586,1.25310897094496,,7.82596303082235,,,11.2528030961675,,-1.26726186273838,2.99502016577178,7.17861246556171,1.80863851891932,,11.0821423246929,,3.36123203258556,,,,,9.0796065539801,,4.42079098372214,,,,,,4.31661910926438,,,,6.43902442036844,3.16840883909263,3.15574247171524,10.9120615168729,1.6501508342361,,0.216730811573271,,,,10.0288413599463,,,5.52856560967709,,,5.85492487898537,,3.1908662918428,,,,-5.37517434967857,8.58715491346793,,,,,3.56713289695311,,7.28154994343096,3.85714649161983,2.50568258234473,,5.40079144250699,0.122868671816278,-15.7436282082051,6.96951382476811,5.28001474697683,6.25607900635556,-1.57149749957453,,,4.36774853960489,66.2190837766085,,5.40061259720824,8.55293117898977,3.85256440782895,5.22268758922664,,4.07046147460628,,-6.4402183464897,6.22322335473211,,7.54448252894966,9.15036720414034,,,4.3356043159863,-4.73916661695525,,,,6.91601751004308,6.11753479787234,,1.42408128297886,-1.21979286528493,12.508612746034,,0.036281553320876,5.43684885128695,,5.94094361661391,,-1.19514575804106,,-1.19404383650742,,,12.0999999994439,,,3.3653885828444,,,0.504739462501774,8.25768264705083,,0.767201382290096,-1.42172474421704,,5.50037155766678,8.61598233328198,,,4.24089598912649,,8.58715491346793,,6.11753479787234,-1.19404383650743,2.04251771480521,0.161952471339873,4.73251024393741,,,,,3.20304880809931,-3.65683411281653,2.50000000000003,,-9.52381346413968,2.83386903098896,,,,,4.15656655495147,,,,7.19652306514106,7.91969651199875,8.36700892882489
1968,,4.02377608839745,,1.46577466237557,,,,,,4.82250077932424,,,,5.09510319708619,4.47231278246065,,-0.297883673472171,4.19412962494732,3.84233563459493,3.07077393782897,9.48945401547934,,,8.42176356574942,,,7.3672254571462,2.1052631582924,8.52944308448038,9.79999999999998,,,,10.5670565023038,1.40411317693092,4.99566660464043,,,,3.59201332954129,-4.09999998651148,12.5482486395257,6.34632385376702,4.33269846401917,7.63132623875093,5.93311799878289,,,8.47330434699462,5.91240861466017,,,,,,,,,5.55307657638726,0.238860484696104,10.7962385710968,1.68786390161284,6.49944490632728,9.53451145698985,,,1.90943839921289,-1.60679234953599,,,6.59702013758312,,,,,2.30328998355674,7.9162215587623,4.49130888579006,,,2.50880088058756,5.44108343766115,4.45633481331723,0.368860328659636,,,9.57614346876494,,,7.20371890047187,,,8.76603505425516,,1.02482755310702,5.98598569219955,3.3976606271092,6.59818324459849,4.31954617963765,,3.18161732148926,,5.93534109338074,5.6425057049271,3.6913920638614,2.24874408476892,10.9151785723284,4.84458682562594,,3.38792917634143,,,14.4041826754731,,-5.47490634604691,16.2419568132625,6.54455465470546,5.74413221562095,,12.8824681383234,,7.9826899693479,,,,,13.1657682900767,,7.38660036791508,,,,,,7.07256250540382,,,,5.80109416635052,6.28249245782074,5.70884425924281,-0.367120038553665,5.11831530192359,,4.18387242679029,,,,9.89173930643229,,,6.8287860983493,,,9.42327881832001,,5.8022198319761,,3.70841019648689,,2.79249846974012,10.5114732603777,,,,,10.1964426246681,,-1.92307916776322,7.97799464201174,4.79842953052949,,14.2625546890163,0.383494663073563,-1.24836024581202,1.34296005265672,6.41613403990091,2.25987552819262,0.675483463044912,,,6.04802749541096,81.887796710685,,7.23322092500223,6.97738862373507,0.152237710931757,5.03815939692956,,4.35959025088704,,2.42591148139365,5.18043459796682,,8.8755092337672,4.52707384188076,,,5.97481975539731,14.9308021422368,,,,7.01378092758229,4.5676705566532,,1.96322082306004,6.2907735312989,13.5269942226387,,2.01992383298794,3.23669238406627,,2.02997732483614,,2.98932429037873,,2.99231212624235,,,7.59999999980958,,,3.63850566422768,,,7.5532356388423,3.72908022105565,,-0.457218866538113,1.68786390161281,,5.02369185248719,8.12227025554289,,,7.11834199594787,,10.5114732603777,,4.56767055665317,2.99231212624235,5.21514161490035,10.4097285861731,6.77799601038116,,,,,5.54177332095496,1.88891174472745,4.79999999999959,,6.50970588907791,7.33723265821675,,,,,5.94106034451572,,,,4.15337298293346,1.24832998222797,1.97013496933116
1969,,5.27992666711296,,15.4918877690968,,,,,,9.67952601078326,,,,7.04352625566381,6.27586716607024,,-1.45954114245622,6.62979979529467,2.87749797403703,2.02608104052698,1.22085790909694,,,8.98166257694027,,,5.1063747909928,3.4364261137743,4.47409733093423,9.49999999999993,,,,15.1234047059108,7.09154252763096,5.04545636736964,,,,3.93798328096837,16.9399999960691,9.53921877056503,4.90147952428066,9.3288374385548,7.54852519466465,6.10251730873333,,,5.4917999425584,5.58935556703106,,,,,,,,,6.50924838489951,10.8914458307793,8.43328028248654,11.424277332515,6.52954420287489,11.5208043328834,,,4.66923798032512,5.2795175135731,,,8.90701555527096,,,,13.2378664591162,9.59328778480035,2.5964105127114,7.10947534485236,,,8.08291043381715,1.92409683469894,4.77814972289281,6.00617496624768,,,2.43552288111326,,,11.5636672907284,,,4.73690901583991,,6.99438665753721,5.3613328811787,11.3436635190232,0.655438846570291,4.60148404421217,,3.81194328486592,,7.87020581485865,8.06824736946024,9.42470807114326,16.0029166791126,6.82229824856704,4.29654412847511,,6.53970029928357,,,15.516658908089,3.24418646020037,2.37458802719068,13.5657035064126,6.09805999558601,5.57467387070459,,12.4778945144976,,7.9592244594956,,,,,14.5613666963927,,6.97364732281827,,,,,,6.89649583313665,,,,7.71681966188508,9.13286499371704,8.17453598594211,1.54753669100747,10.2434810569201,,9.97285794333051,,,,8.36216535667576,,,3.72122216809368,,,3.41862002350007,,8.27387990065778,,0.230999419524821,,7.42624378075941,11.697723645866,,,,,1.24853208914941,,5.88235989268109,4.88853365256124,3.10019102763171,,15.7163133858644,-5.48594581331632,24.1973839456806,6.23770390833234,6.42944907759089,4.50461145559137,4.46342160331967,,,5.25486602619762,25.6661688230561,,5.50789963428736,8.44138916877401,3.51445891251396,4.68947344100819,,8.27345794779133,,11.7275941673162,9.37523403607581,,2.12074116169632,4.70115140770775,,,5.33155768936066,-2.68594101456844,,,,11.0073701490999,5.77786942080827,6.03788654871251,1.38935049050187,-6.55414292250094,13.8338251160131,,8.5254468016976,3.48541881590658,,-1.69956971733171,,9.34305431426614,,9.33666687061545,,,4.4999999994148,,,5.00907521487679,,,0,18.7679152118321,,6.88131022379213,11.424277332515,,10.8308683441009,6.55065988587748,,,6.8191847127944,,11.697723645866,,5.77786942080829,9.33666687061549,2.73068461003507,4.74781540363225,4.0811456208947,,,,,7.80895631313155,5.8647406331108,3.09999999999999,,2.86084496980025,0.706036796156042,,,,,5.81589701672777,,,,4.71590286722241,-0.436915823088214,12.4282358360869
1970,,4.70076671998395,,17.9089381536029,,,,,,3.04564331917115,,,,7.17578158725287,6.32114263234969,,21.3256707328654,5.58285828431475,2.09775758051059,0.117019610679606,5.61985229280101,,,-5.64964951944791,,,4.80769336382932,6.31229236015874,5.23102930104125,10.4,,,,17.1202676720022,2.33288087679347,,,,,1.82896697019241,19.2999999967145,10.3750318437426,3.09206823386914,-0.245056575086281,6.35847018696658,6.20779696127698,,,7.50313434335064,4.48134270718339,,,,,,,,,1.59684180463518,18.2266828796501,8.86265711008203,13.4227935904356,8.61726537863356,5.39308999840679,,,6.87192932986009,5.59851503849529,,,4.29063926798075,,,,13.5073470594701,4.81373679601094,12.7027111279051,6.10867981285152,,,8.67934217556071,6.31790666607679,12.0521162464896,9.72347258708628,,,6.15384657262285,,,8.56571876780279,,,5.70788359811974,,4.25545689303152,3.06196045501828,9.20660067258939,3.62672094031046,4.53741673592445,,0.651153708034172,,7.74180796455626,8.13858432991124,10.8176465183217,18.0968179148373,7.55463451460639,4.50610860883025,,5.15722973718955,,,10.9276016296551,4.54435706681777,,,5.26869297920993,12.0644090390179,,2.45495838398273,,-4.65544691647621,,,,,10.0527348072623,,6.81175983160736,,,,,,6.51956540587237,,,,3.84662985659008,8.78377204021832,8.30812571363124,2.17707116855644,11.2769774293884,,11.0944528130268,,,,4.71346037552107,,,5.27645557543077,,,6.50248403469446,,8.48982616102572,,6.13695486255888,,4.1491987548189,8.82243935518842,,,,,11.9859311503119,,0.479297977516097,5.98653863031986,-0.279733867555592,,30.9992897319458,3.05577892202147,25.0072419293896,1.35382659012737,6.14018164814382,1.94330050548346,2.57599212687423,,,2.72280646232494,13.8950964410611,,11.3534617181886,6.95922610779935,3.36594600332614,3.69248748654796,,10.8428057776823,,12.3036143416449,8.39791794645981,,12.6126054618915,5.55342573311894,,,2.64404298577216,1.62671133867205,,,,6.00142524653637,5.84152285311991,58.6473306511829,5.92507471604789,8.56204551455826,13.9420030031916,,8.62049323971688,2.97729509281315,,4.58140792145096,,10.24400586392,,10.2431478989891,,,2.70000000034555,,,7.28920626049208,,,8.87186986487592,-1.79685287528201,,1.85965647855537,13.4227935904357,,2.52430264528157,11.4079490662098,,,6.52762087073732,,8.82243935518842,,5.84152285311994,10.243147898989,3.53363567797224,4.6696317726705,3.2335089729326,,,,,8.32877493164146,2.33321338074524,-0.283491263214827,,10.7458895531052,7.71191438124382,,,,,3.92854346418878,,,,5.24866143118292,4.79711290318896,22.5651508386178
